Unnamed: 0,nameWithOwner,url,stargazers,releases,age,loc,cbo,dit,lcom
600,vikramkakkar/ImageTransition,https://github.com/vikramkakkar/ImageTransition,630,0,4,0.0,0.0,0.0,0.0
601,strazzere/anti-emulator,https://github.com/strazzere/anti-emulator,630,0,8,0.0,0.0,0.0,0.0
602,ysnows/DoubleScrollVIew,https://github.com/ysnows/DoubleScrollVIew,629,0,6,0.0,0.0,0.0,0.0
603,klinker41/android-chips,https://github.com/klinker41/android-chips,629,2,7,0.0,0.0,0.0,0.0
604,ImmortalZ/RadarScan,https://github.com/ImmortalZ/RadarScan,629,0,5,0.0,0.0,0.0,0.0
605,infinum/Android-Goldfinger,https://github.com/infinum/Android-Goldfinger,629,8,3,0.0,0.0,0.0,0.0
606,pinterest/DoctorK,https://github.com/pinterest/DoctorK,628,8,4,0.0,0.0,0.0,0.0
607,Jude95/Beam,https://github.com/Jude95/Beam,624,0,6,0.0,0.0,0.0,0.0
608,xingag/app_spider,https://github.com/xingag/app_spider,624,0,2,0.0,0.0,0.0,0.0
609,apache/fineract,https://github.com/apache/fineract,622,3,5,0.0,0.0,0.0,0.0
610,pengwei1024/JsBridge,https://github.com/pengwei1024/JsBridge,620,0,6,0.0,0.0,0.0,0.0
611,java-decompiler/jd-eclipse,https://github.com/java-decompiler/jd-eclipse,620,2,6,0.0,0.0,0.0,0.0
612,huntermr/FastAndroid,https://github.com/huntermr/FastAndroid,620,0,6,0.0,0.0,0.0,0.0
613,graalvm/sulong,https://github.com/graalvm/sulong,619,0,5,0.0,0.0,0.0,0.0
614,apache/aurora,https://github.com/apache/aurora,618,0,7,0.0,0.0,0.0,0.0
615,XiaoMi/android_tv_metro,https://github.com/XiaoMi/android_tv_metro,618,0,6,0.0,0.0,0.0,0.0
616,iSpring/GamePlane,https://github.com/iSpring/GamePlane,618,0,5,0.0,0.0,0.0,0.0
617,spring-projects/spring-social,https://github.com/spring-projects/spring-social,618,0,10,0.0,0.0,0.0,0.0
618,7heaven/SHSegmentControl,https://github.com/7heaven/SHSegmentControl,618,6,6,0.0,0.0,0.0,0.0
619,goweii/WanAndroid,https://github.com/goweii/WanAndroid,618,32,2,0.0,0.0,0.0,0.0
620,restlet/restlet-framework-java,https://github.com/restlet/restlet-framework-java,618,0,9,0.0,0.0,0.0,0.0
621,code-mc/linear-time-picker,https://github.com/code-mc/linear-time-picker,617,0,3,0.0,0.0,0.0,0.0
622,foxykeep/DataDroid,https://github.com/foxykeep/DataDroid,616,0,10,0.0,0.0,0.0,0.0
623,chariotsolutions/phonegap-nfc,https://github.com/chariotsolutions/phonegap-nfc,615,0,10,0.0,0.0,0.0,0.0
624,fbsamples/360-video-player-for-android,https://github.com/fbsamples/360-video-player-for-android,615,0,5,0.0,0.0,0.0,0.0
625,HJ-Money/MTransition,https://github.com/HJ-Money/MTransition,613,0,3,0.0,0.0,0.0,0.0
626,miteshpithadiya/SearchableSpinner,https://github.com/miteshpithadiya/SearchableSpinner,613,0,5,0.0,0.0,0.0,0.0
627,moshowgame/spring-cloud-study,https://github.com/moshowgame/spring-cloud-study,613,0,3,0.0,0.0,0.0,0.0
628,zhangzhun132/NotchTools,https://github.com/zhangzhun132/NotchTools,612,0,2,0.0,0.0,0.0,0.0
629,c-kzxvldkhX/receiptnotice,https://github.com/c-kzxvldkhX/receiptnotice,610,10,3,0.0,0.0,0.0,0.0
630,tls-attacker/TLS-Attacker,https://github.com/tls-attacker/TLS-Attacker,608,25,5,0.0,0.0,0.0,0.0
631,neevek/Paginize,https://github.com/neevek/Paginize,607,0,7,0.0,0.0,0.0,0.0
632,nicoulaj/idea-markdown,https://github.com/nicoulaj/idea-markdown,605,0,10,0.0,0.0,0.0,0.0
633,satorufujiwara/material-scrolling,https://github.com/satorufujiwara/material-scrolling,602,0,5,0.0,0.0,0.0,0.0
634,udacity/ud862-samples,https://github.com/udacity/ud862-samples,601,0,6,0.0,0.0,0.0,0.0
635,vinaysshenoy/mugen,https://github.com/vinaysshenoy/mugen,600,3,6,0.0,0.0,0.0,0.0
636,kekingcn/spring-boot-klock-starter,https://github.com/kekingcn/spring-boot-klock-starter,600,0,3,0.0,0.0,0.0,0.0
637,Backblaze/JavaReedSolomon,https://github.com/Backblaze/JavaReedSolomon,598,0,6,0.0,0.0,0.0,0.0
638,danielliao11/spring-microservice-boilerplate,https://github.com/danielliao11/spring-microservice-boilerplate,596,1,6,0.0,0.0,0.0,0.0
639,VictorAlbertos/RxActivityResult,https://github.com/VictorAlbertos/RxActivityResult,595,17,5,0.0,0.0,0.0,0.0
640,giltene/jHiccup,https://github.com/giltene/jHiccup,593,0,7,0.0,0.0,0.0,0.0
641,desktopqa/Cynthia,https://github.com/desktopqa/Cynthia,592,0,7,0.0,0.0,0.0,0.0
642,cyrildiagne/ar-cptext,https://github.com/cyrildiagne/ar-cptext,592,0,1,0.0,0.0,0.0,0.0
643,Taishi-Y/InstagramLikeColorTransitionAndroid,https://github.com/Taishi-Y/InstagramLikeColorTransitionAndroid,591,0,4,0.0,0.0,0.0,0.0
644,agirbal/umongo,https://github.com/agirbal/umongo,591,1,10,0.0,0.0,0.0,0.0
645,DavidPacioianu/InkPageIndicator,https://github.com/DavidPacioianu/InkPageIndicator,590,0,5,0.0,0.0,0.0,0.0
646,tianzhijiexian/ActivityOptionsICS,https://github.com/tianzhijiexian/ActivityOptionsICS,590,0,6,0.0,0.0,0.0,0.0
647,douglascraigschmidt/POSA-14,https://github.com/douglascraigschmidt/POSA-14,586,0,7,0.0,0.0,0.0,0.0
648,fengzhizi715/NetDiscovery,https://github.com/fengzhizi715/NetDiscovery,585,0,3,0.0,0.0,0.0,0.0
649,EspoirX/AppLock,https://github.com/EspoirX/AppLock,585,0,4,0.0,0.0,0.0,0.0
650,fashare2015/ActivityTracker,https://github.com/fashare2015/ActivityTracker,584,0,4,0.0,0.0,0.0,0.0
651,prometheus/cloudwatch_exporter,https://github.com/prometheus/cloudwatch_exporter,583,11,6,0.0,0.0,0.0,0.0
652,chiemy/CardView,https://github.com/chiemy/CardView,583,0,7,0.0,0.0,0.0,0.0
653,paddybyers/anode,https://github.com/paddybyers/anode,583,0,9,0.0,0.0,0.0,0.0
654,saulmm/onboarding-examples-android,https://github.com/saulmm/onboarding-examples-android,582,0,5,0.0,0.0,0.0,0.0
655,update4j/update4j,https://github.com/update4j/update4j,582,15,3,0.0,0.0,0.0,0.0
656,ViceFantasyPlace/activate-power-mode,https://github.com/ViceFantasyPlace/activate-power-mode,582,12,5,0.0,0.0,0.0,0.0
657,lawloretienne/DiscreteSlider,https://github.com/lawloretienne/DiscreteSlider,581,0,5,0.0,0.0,0.0,0.0
658,Multiverse/Multiverse-Core,https://github.com/Multiverse/Multiverse-Core,580,0,10,0.0,0.0,0.0,0.0
659,AleBarreto/FirebaseAndroidChat,https://github.com/AleBarreto/FirebaseAndroidChat,579,0,5,0.0,0.0,0.0,0.0
660,ashqal/NightOwl,https://github.com/ashqal/NightOwl,578,1,5,0.0,0.0,0.0,0.0
661,soarcn/UndoBar,https://github.com/soarcn/UndoBar,578,0,8,0.0,0.0,0.0,0.0
662,pyricau/fragnums,https://github.com/pyricau/fragnums,578,0,5,0.0,0.0,0.0,0.0
663,xuxueli/xxl-crawler,https://github.com/xuxueli/xxl-crawler,576,5,3,0.0,0.0,0.0,0.0
664,TellH/RecyclerTreeView,https://github.com/TellH/RecyclerTreeView,576,8,4,0.0,0.0,0.0,0.0
665,newbee-ltd/newbee-mall-api,https://github.com/newbee-ltd/newbee-mall-api,575,0,1,0.0,0.0,0.0,0.0
666,sho5nn/ZDepthShadow,https://github.com/sho5nn/ZDepthShadow,574,4,6,0.0,0.0,0.0,0.0
667,JakeWharton/flip-tables,https://github.com/JakeWharton/flip-tables,574,0,7,0.0,0.0,0.0,0.0
668,ViRb3/TrustMeAlready,https://github.com/ViRb3/TrustMeAlready,574,2,2,0.0,0.0,0.0,0.0
669,lewisjdeane/L-Dialogs,https://github.com/lewisjdeane/L-Dialogs,572,0,7,0.0,0.0,0.0,0.0
670,mttkay/signpost,https://github.com/mttkay/signpost,571,4,11,0.0,0.0,0.0,0.0
671,in28minutes/JavaInterviewQuestionsAndAnswers,https://github.com/in28minutes/JavaInterviewQuestionsAndAnswers,571,0,5,0.0,0.0,0.0,0.0
672,yanzhenjie/Kalle,https://github.com/yanzhenjie/Kalle,570,0,3,0.0,0.0,0.0,0.0
673,nacos-group/nacos-spring-boot-project,https://github.com/nacos-group/nacos-spring-boot-project,570,12,3,0.0,0.0,0.0,0.0
674,odrotbohm/moduliths,https://github.com/odrotbohm/moduliths,567,6,3,0.0,0.0,0.0,0.0
675,momosecurity/momo-code-sec-inspector-java,https://github.com/momosecurity/momo-code-sec-inspector-java,566,0,0,0.0,0.0,0.0,0.0
676,forcedotcom/phoenix,https://github.com/forcedotcom/phoenix,565,0,8,0.0,0.0,0.0,0.0
677,irfaan008/OnePageSigninSignup,https://github.com/irfaan008/OnePageSigninSignup,564,0,4,0.0,0.0,0.0,0.0
678,Meituan-Dianping/octo-rpc,https://github.com/Meituan-Dianping/octo-rpc,563,0,2,0.0,0.0,0.0,0.0
679,jitsi/libjitsi,https://github.com/jitsi/libjitsi,563,0,8,0.0,0.0,0.0,0.0
680,Sammy1Am/MoppyClassic,https://github.com/Sammy1Am/MoppyClassic,563,0,9,0.0,0.0,0.0,0.0
681,gazbert/bxbot,https://github.com/gazbert/bxbot,561,44,6,0.0,0.0,0.0,0.0
682,KylinOLAP/Kylin,https://github.com/KylinOLAP/Kylin,560,3,7,0.0,0.0,0.0,0.0
683,JFXtras/jfxtras,https://github.com/JFXtras/jfxtras,559,0,9,0.0,0.0,0.0,0.0
684,simplesteph/kafka-beginners-course,https://github.com/simplesteph/kafka-beginners-course,559,0,3,0.0,0.0,0.0,0.0
685,rno/Android-ScrollBarPanel,https://github.com/rno/Android-ScrollBarPanel,557,0,9,0.0,0.0,0.0,0.0
686,mucommander/mucommander,https://github.com/mucommander/mucommander,557,20,7,0.0,0.0,0.0,0.0
687,Namir233/ZrcListView,https://github.com/Namir233/ZrcListView,556,0,7,0.0,0.0,0.0,0.0
688,beanshell/beanshell,https://github.com/beanshell/beanshell,556,2,5,0.0,0.0,0.0,0.0
689,fan-wenjie/EasyPR-Java,https://github.com/fan-wenjie/EasyPR-Java,556,0,6,0.0,0.0,0.0,0.0
690,maxbbraun/mirror,https://github.com/maxbbraun/mirror,555,0,5,0.0,0.0,0.0,0.0
691,JakeWharton/SwipeToDismissNOA,https://github.com/JakeWharton/SwipeToDismissNOA,554,0,9,0.0,0.0,0.0,0.0
692,vickychijwani/quill,https://github.com/vickychijwani/quill,553,0,6,0.0,0.0,0.0,0.0
693,dingjikerbo/Android-Camera,https://github.com/dingjikerbo/Android-Camera,550,0,4,0.0,0.0,0.0,0.0
694,dyc87112/SpringCloudBook,https://github.com/dyc87112/SpringCloudBook,549,0,4,0.0,0.0,0.0,0.0
695,japgolly/svg-android,https://github.com/japgolly/svg-android,548,0,8,0.0,0.0,0.0,0.0
696,bjmashibing/JUC,https://github.com/bjmashibing/JUC,548,0,2,0.0,0.0,0.0,0.0
697,androidthings/contrib-drivers,https://github.com/androidthings/contrib-drivers,548,0,4,0.0,0.0,0.0,0.0
698,ddnosh/AndroidQuick,https://github.com/ddnosh/AndroidQuick,547,0,3,0.0,0.0,0.0,0.0
699,saik0/UnifiedPreference,https://github.com/saik0/UnifiedPreference,547,0,8,0.0,0.0,0.0,0.0
700,stfalcon-studio/ChatKit,https://github.com/stfalcon-studio/ChatKit,3448,1,4,0.0,0.0,0.0,0.0
701,bilibili/MagicaSakura,https://github.com/bilibili/MagicaSakura,3445,3,5,0.0,0.0,0.0,0.0
702,jitsi/jitsi,https://github.com/jitsi/jitsi,3443,7,8,0.0,0.0,0.0,0.0
703,failsafe-lib/failsafe,https://github.com/failsafe-lib/failsafe,3441,0,6,0.0,0.0,0.0,0.0
704,guolindev/giffun,https://github.com/guolindev/giffun,3438,0,2,0.0,0.0,0.0,0.0
705,avast/android-butterknife-zelezny,https://github.com/avast/android-butterknife-zelezny,3434,8,7,0.0,0.0,0.0,0.0
706,mybatis/spring-boot-starter,https://github.com/mybatis/spring-boot-starter,3432,21,5,0.0,0.0,0.0,0.0
707,M66B/NetGuard,https://github.com/M66B/NetGuard,3416,130,5,0.0,0.0,0.0,0.0
708,Ereza/CustomActivityOnCrash,https://github.com/Ereza/CustomActivityOnCrash,3416,11,7,0.0,0.0,0.0,0.0
709,sofastack/sofa-rpc,https://github.com/sofastack/sofa-rpc,3409,39,3,0.0,0.0,0.0,0.0
710,yigit/android-priority-jobqueue,https://github.com/yigit/android-priority-jobqueue,3408,0,7,0.0,0.0,0.0,0.0
711,code4craft/tiny-spring,https://github.com/code4craft/tiny-spring,3404,0,7,0.0,0.0,0.0,0.0
712,mpusher/mpush,https://github.com/mpusher/mpush,3401,9,5,0.0,0.0,0.0,0.0
713,google/rejoiner,https://github.com/google/rejoiner,3400,3,3,0.0,0.0,0.0,0.0
714,xuexiangjys/XUI,https://github.com/xuexiangjys/XUI,3396,20,2,0.0,0.0,0.0,0.0
715,crossoverJie/SSM,https://github.com/crossoverJie/SSM,3379,10,5,0.0,0.0,0.0,0.0
716,ivacf/archi,https://github.com/ivacf/archi,3373,0,5,0.0,0.0,0.0,0.0
717,linyiqun/DataMiningAlgorithm,https://github.com/linyiqun/DataMiningAlgorithm,3372,0,6,0.0,0.0,0.0,0.0
718,oracle/opengrok,https://github.com/oracle/opengrok,3366,184,8,0.0,0.0,0.0,0.0
719,Exrick/xboot,https://github.com/Exrick/xboot,3365,6,3,0.0,0.0,0.0,0.0
720,rovo89/XposedInstaller,https://github.com/rovo89/XposedInstaller,3354,0,9,0.0,0.0,0.0,0.0
721,LWJGL/lwjgl3,https://github.com/LWJGL/lwjgl3,3348,14,8,0.0,0.0,0.0,0.0
722,mock-server/mockserver,https://github.com/mock-server/mockserver,3346,0,8,0.0,0.0,0.0,0.0
723,apache/dubbo-admin,https://github.com/apache/dubbo-admin,3346,3,3,0.0,0.0,0.0,0.0
724,runelite/runelite,https://github.com/runelite/runelite,3345,0,5,0.0,0.0,0.0,0.0
725,WVector/AppUpdate,https://github.com/WVector/AppUpdate,3341,3,4,0.0,0.0,0.0,0.0
726,mcxtzhang/SwipeDelMenuLayout,https://github.com/mcxtzhang/SwipeDelMenuLayout,3337,2,5,0.0,0.0,0.0,0.0
727,alamkanak/Android-Week-View,https://github.com/alamkanak/Android-Week-View,3327,4,6,0.0,0.0,0.0,0.0
728,actorapp/actor-platform,https://github.com/actorapp/actor-platform,3314,97,6,0.0,0.0,0.0,0.0
729,ethanhua/Skeleton,https://github.com/ethanhua/Skeleton,3313,0,4,0.0,0.0,0.0,0.0
730,graphhopper/graphhopper,https://github.com/graphhopper/graphhopper,3309,33,9,0.0,0.0,0.0,0.0
731,abel533/MyBatis-Spring-Boot,https://github.com/abel533/MyBatis-Spring-Boot,3307,0,5,0.0,0.0,0.0,0.0
732,j-easy/easy-rules,https://github.com/j-easy/easy-rules,3301,10,8,0.0,0.0,0.0,0.0
733,shekhargulati/99-problems,https://github.com/shekhargulati/99-problems,3300,0,5,0.0,0.0,0.0,0.0
734,googlemaps/android-maps-utils,https://github.com/googlemaps/android-maps-utils,3296,22,8,0.0,0.0,0.0,0.0
735,stylefeng/Guns,https://github.com/stylefeng/Guns,3296,0,4,0.0,0.0,0.0,0.0
736,jeremylong/DependencyCheck,https://github.com/jeremylong/DependencyCheck,3295,19,9,0.0,0.0,0.0,0.0
737,web3j/web3j,https://github.com/web3j/web3j,3294,90,5,0.0,0.0,0.0,0.0
738,knowm/XChange,https://github.com/knowm/XChange,3290,0,9,0.0,0.0,0.0,0.0
739,GitLqr/LQRWeChat,https://github.com/GitLqr/LQRWeChat,3284,0,4,0.0,0.0,0.0,0.0
740,lisawray/groupie,https://github.com/lisawray/groupie,3283,26,5,0.0,0.0,0.0,0.0
741,promeG/TinyPinyin,https://github.com/promeG/TinyPinyin,3279,2,5,0.0,0.0,0.0,0.0
742,jboss-javassist/javassist,https://github.com/jboss-javassist/javassist,3272,18,8,0.0,0.0,0.0,0.0
743,line/armeria,https://github.com/line/armeria,3270,190,5,0.0,0.0,0.0,0.0
744,code4craft/netty-learning,https://github.com/code4craft/netty-learning,3266,0,7,0.0,0.0,0.0,0.0
745,sherxon/AlgoDS,https://github.com/sherxon/AlgoDS,3264,0,4,0.0,0.0,0.0,0.0
746,iammert/ScalingLayout,https://github.com/iammert/ScalingLayout,3264,4,3,0.0,0.0,0.0,0.0
747,luojilab/DDComponentForAndroid,https://github.com/luojilab/DDComponentForAndroid,3257,4,3,0.0,0.0,0.0,0.0
748,rubensousa/PreviewSeekBar,https://github.com/rubensousa/PreviewSeekBar,3256,7,4,0.0,0.0,0.0,0.0
749,linkedin/databus,https://github.com/linkedin/databus,3256,0,8,0.0,0.0,0.0,0.0
750,networknt/light-4j,https://github.com/networknt/light-4j,3254,140,4,0.0,0.0,0.0,0.0
751,saysky/ForestBlog,https://github.com/saysky/ForestBlog,3254,0,3,0.0,0.0,0.0,0.0
752,tangqi92/Android-Tips,https://github.com/tangqi92/Android-Tips,3244,0,5,0.0,0.0,0.0,0.0
753,bluelinelabs/LoganSquare,https://github.com/bluelinelabs/LoganSquare,3243,0,6,0.0,0.0,0.0,0.0
754,liuyubobobo/Play-with-Algorithms,https://github.com/liuyubobobo/Play-with-Algorithms,3242,0,5,0.0,0.0,0.0,0.0
755,google/data-transfer-project,https://github.com/google/data-transfer-project,3235,38,3,0.0,0.0,0.0,0.0
756,kevinsawicki/http-request,https://github.com/kevinsawicki/http-request,3230,0,9,0.0,0.0,0.0,0.0
757,Fuzion24/JustTrustMe,https://github.com/Fuzion24/JustTrustMe,3229,1,7,0.0,0.0,0.0,0.0
758,tiann/epic,https://github.com/tiann/epic,3229,5,4,0.0,0.0,0.0,0.0
759,ragunathjawahar/android-saripaar,https://github.com/ragunathjawahar/android-saripaar,3221,3,8,0.0,0.0,0.0,0.0
760,ittianyu/BottomNavigationViewEx,https://github.com/ittianyu/BottomNavigationViewEx,3221,19,4,0.0,0.0,0.0,0.0
761,bauerca/drag-sort-listview,https://github.com/bauerca/drag-sort-listview,3220,0,9,0.0,0.0,0.0,0.0
762,hmkcode/Android,https://github.com/hmkcode/Android,3219,0,8,0.0,0.0,0.0,0.0
763,java-aodeng/hope-boot,https://github.com/java-aodeng/hope-boot,3216,2,2,0.0,0.0,0.0,0.0
764,bilibili/boxing,https://github.com/bilibili/boxing,3210,1,4,0.0,0.0,0.0,0.0
765,chrisbanes/ActionBar-PullToRefresh,https://github.com/chrisbanes/ActionBar-PullToRefresh,3199,0,8,0.0,0.0,0.0,0.0
766,UnevenSoftware/LeafPic,https://github.com/UnevenSoftware/LeafPic,3195,7,5,0.0,0.0,0.0,0.0
767,eclipse/jetty.project,https://github.com/eclipse/jetty.project,3191,31,10,0.0,0.0,0.0,0.0
768,JSQLParser/JSqlParser,https://github.com/JSQLParser/JSqlParser,3189,25,10,0.0,0.0,0.0,0.0
769,yangfuhai/afinal,https://github.com/yangfuhai/afinal,3188,0,8,0.0,0.0,0.0,0.0
770,traccar/traccar,https://github.com/traccar/traccar,3181,34,9,0.0,0.0,0.0,0.0
771,daimajia/AndroidViewHover,https://github.com/daimajia/AndroidViewHover,3180,4,7,0.0,0.0,0.0,0.0
772,Javen205/IJPay,https://github.com/Javen205/IJPay,3180,23,4,0.0,0.0,0.0,0.0
773,mik3y/usb-serial-for-android,https://github.com/mik3y/usb-serial-for-android,3178,19,8,0.0,0.0,0.0,0.0
774,uber/AutoDispose,https://github.com/uber/AutoDispose,3173,1,4,0.0,0.0,0.0,0.0
775,pengjianbo/GalleryFinal,https://github.com/pengjianbo/GalleryFinal,3172,4,5,0.0,0.0,0.0,0.0
776,crate/crate,https://github.com/crate/crate,3171,31,8,0.0,0.0,0.0,0.0
777,zzz40500/GsonFormat,https://github.com/zzz40500/GsonFormat,3170,4,6,0.0,0.0,0.0,0.0
778,dataease/dataease,https://github.com/dataease/dataease,3162,11,0,0.0,0.0,0.0,0.0
779,spring-cloud/spring-cloud-gateway,https://github.com/spring-cloud/spring-cloud-gateway,3161,0,4,0.0,0.0,0.0,0.0
780,MovingBlocks/Terasology,https://github.com/MovingBlocks/Terasology,3157,62,10,0.0,0.0,0.0,0.0
781,apache/kylin,https://github.com/apache/kylin,3151,0,6,0.0,0.0,0.0,0.0
782,vert-x3/vertx-examples,https://github.com/vert-x3/vertx-examples,3148,0,6,0.0,0.0,0.0,0.0
783,jfinal/jfinal,https://github.com/jfinal/jfinal,3142,0,9,0.0,0.0,0.0,0.0
784,hitherejoe/animate,https://github.com/hitherejoe/animate,3142,0,5,0.0,0.0,0.0,0.0
785,andOTP/andOTP,https://github.com/andOTP/andOTP,3141,38,4,0.0,0.0,0.0,0.0
786,androidx/androidx,https://github.com/androidx/androidx,3140,0,1,0.0,0.0,0.0,0.0
787,facebookarchive/network-connection-class,https://github.com/facebookarchive/network-connection-class,3138,2,6,0.0,0.0,0.0,0.0
788,wendux/DSBridge-Android,https://github.com/wendux/DSBridge-Android,3137,2,4,0.0,0.0,0.0,0.0
789,fyhertz/libstreaming,https://github.com/fyhertz/libstreaming,3131,0,8,0.0,0.0,0.0,0.0
790,huanghongxun/HMCL,https://github.com/huanghongxun/HMCL,3129,165,6,0.0,0.0,0.0,0.0
791,amulyakhare/TextDrawable,https://github.com/amulyakhare/TextDrawable,3126,0,6,0.0,0.0,0.0,0.0
792,airbnb/native-navigation,https://github.com/airbnb/native-navigation,3124,0,4,0.0,0.0,0.0,0.0
793,eishay/jvm-serializers,https://github.com/eishay/jvm-serializers,3124,0,11,0.0,0.0,0.0,0.0
794,chenBingX/SuperTextView,https://github.com/chenBingX/SuperTextView,3123,30,4,0.0,0.0,0.0,0.0
795,remkop/picocli,https://github.com/remkop/picocli,3122,76,4,0.0,0.0,0.0,0.0
796,RedSpider1/concurrent,https://github.com/RedSpider1/concurrent,3120,0,2,0.0,0.0,0.0,0.0
797,nicolasgramlich/AndEngine,https://github.com/nicolasgramlich/AndEngine,3104,0,9,0.0,0.0,0.0,0.0
798,BelooS/ChipsLayoutManager,https://github.com/BelooS/ChipsLayoutManager,3102,11,5,0.0,0.0,0.0,0.0
799,Skykai521/StickerCamera,https://github.com/Skykai521/StickerCamera,3096,0,6,0.0,0.0,0.0,0.0
800,alibaba/cobar,https://github.com/alibaba/cobar,3095,1,7,0.0,0.0,0.0,0.0
801,yipianfengye/android-adDialog,https://github.com/yipianfengye/android-adDialog,3093,0,5,0.0,0.0,0.0,0.0
802,danylovolokh/VideoPlayerManager,https://github.com/danylovolokh/VideoPlayerManager,3087,0,6,0.0,0.0,0.0,0.0
803,google/volley,https://github.com/google/volley,3087,9,4,0.0,0.0,0.0,0.0
